time ,Number of persons who are:,,,,infections per,infectious persons,,population ,,,,,,,,,,,,,,,,,,
(days),Susceptible,Pre-infectious,Infectious,Immune,time step,per time step,,size,,,,,,,,,,,,,,,,,,
0,99999,0,1,0,,,,,,,,,,,,,,,,,,,,,,
1,99998.00001,0.99999,0.5,0.5,0.99999,0,,100000,,,,,,,,,,,,,,,,,,
2,99997.50002,0.999985,0.749995,0.75,0.49999,0.499995,,100000,,,,,,,,,,,,,,,,,,
3,99996.75004,1.24996875,0.87499,1.1249975,0.74997625,0.4999925,,100000,,,,,,,,,,,,,,,,,,
4,99995.87508,1.499945938,1.062479375,1.5624925,0.874961563,0.624984375,,100000,,,,,,,,,,,,,,,,,,
5,99994.81265,1.812408518,1.281212657,2.093732188,1.062435549,0.749972969,,100000,,,,,,,,,,,,,,,,,,
6,99993.5315,2.187350455,1.546810587,2.734338516,1.281146196,0.906204259,,100000,,,,,,,,,,,,,,,,,,
7,99991.98479,2.640385759,1.867080521,3.50774381,1.546710532,1.093675227,,100000,,,,,,,,,,,,,,,,,,
8,99990.11786,3.18712375,2.25373314,4.44128407,1.866930871,1.32019288,,100000,,,,,,,,,,,,,,,,,,
9,99987.86435,3.847072298,2.720428445,5.56815064,2.253510423,1.593561875,,100000,,,,,,,,,,,,,,,,,,
10,99985.14425,4.643634453,3.283750372,6.928364863,2.720098303,1.923536149,,100000,,,,,,,,,,,,,,,,,,
11,99981.86099,5.605079772,3.963692412,8.570240049,3.283262546,2.321817226,,100000,,,,,,,,,,,,,,,,,,
12,99977.89801,6.765513324,4.784386092,10.55208625,3.962973438,2.802539886,,100000,,,,,,,,,,,,,,,,,,
13,99973.11469,8.16608531,5.774949708,12.9442793,4.783328648,3.382756662,,100000,,,,,,,,,,,,,,,,,,
14,99967.34129,9.856439749,6.970517509,15.83175415,5.773397095,4.083042655,,100000,,,,,,,,,,,,,,,,,,
15,99960.37305,11.8964609,8.413478629,19.31701291,6.968241028,4.928219875,,100000,,,,,,,,,,,,,,,,,,
16,99951.9629,14.35837508,10.15496977,23.52375222,8.410144624,5.948230451,,100000,,,,,,,,,,,,,,,,,,
17,99941.81281,17.32927915,12.25667242,28.60123711,10.15009161,7.179187538,,100000,,,,,,,,,,,,,,,,,,
18,99929.56327,20.91418018,14.79297579,34.72957332,12.24954061,8.664639575,,100000,,,,,,,,,,,,,,,,,,
19,99914.78071,25.23964619,17.85357798,42.12606121,14.7825561,10.45709009,,100000,,,,,,,,,,,,,,,,,,
20,99896.94235,30.45818639,21.54661209,51.0528502,17.83836329,12.61982309,,100000,,,,,,,,,,,,,,,,,,
21,99875.41794,36.75349985,26.00239924,61.82615624,21.52440665,15.22909319,,100000,,,,,,,,,,,,,,,,,,
22,99849.44794,44.34675484,31.37794954,74.82735586,25.97000491,18.37674992,,100000,,,,,,,,,,,,,,,,,,
23,99818.11723,53.50408681,37.86235219,90.51633063,31.33070939,22.17337742,,100000,,,,,,,,,,,,,,,,,,
24,99780.32374,64.5455305,45.6832195,109.4475067,37.79348709,26.75204341,,100000,,,,,,,,,,,,,,,,,,
25,99734.74088,77.85562956,55.114375,132.2891165,45.58286431,32.27276525,,100000,,,,,,,,,,,,,,,,,,
26,99679.7727,93.89599388,66.48500228,159.846304,54.96817909,38.92781478,,100000,,,,,,,,,,,,,,,,,,
27,99613.5006,113.2200961,80.19049808,193.0888051,66.27209915,46.94799694,,100000,,,,,,,,,,,,,,,,,,
28,99533.62004,136.4906103,96.70529709,233.1840542,79.88056229,56.61004805,,100000,,,,,,,,,,,,,,,,,,
29,99437.36576,164.4995881,116.5979537,281.5367027,96.25428296,68.24530517,,100000,,,,,,,,,,,,,,,,,,
30,99321.42382,198.1917278,140.5487709,339.8356796,115.9419337,82.24979406,,100000,,,,,,,,,,,,,,,,,,
31,99181.82878,238.6909043,169.3702493,410.110065,139.5950404,99.09586388,,100000,,,,,,,,,,,,,,,,,,
32,99013.84427,287.3299629,204.0305768,494.7951897,167.9845107,119.3454522,,100000,,,,,,,,,,,,,,,,,,
33,98811.82575,345.683499,245.6802698,596.8104781,202.0185176,143.6649814,,100000,,,,,,,,,,,,,,,,,,
34,98569.06459,415.6029097,295.6818844,719.650613,242.7611601,172.8417495,,100000,,,,,,,,,,,,,,,,,,
35,98277.61373,499.2523225,355.6423971,867.4915552,291.4508677,207.8014548,,100000,,,,,,,,,,,,,,,,,,
36,97928.09686,599.1430225,427.4473598,1045.312754,349.5168612,249.6261612,,100000,,,,,,,,,,,,,,,,,,
37,97509.5058,718.1625758,513.2951911,1259.036434,418.5910645,299.5715112,,100000,,,,,,,,,,,,,,,,,,
38,97008.9942,859.592892,615.7288834,1515.684029,500.5116042,359.0812879,,100000,,,,,,,,,,,,,,,,,,
39,96411.6818,1027.108843,737.6608877,1823.548471,597.3123968,429.796446,,100000,,,,,,,,,,,,,,,,,,
40,95700.49053,1224.745689,882.3848653,2192.378915,711.1912678,513.5544214,,100000,,,,,,,,,,,,,,,,,,
41,94856.04389,1456.819489,1053.565277,2633.571347,844.4466444,612.3728446,,100000,,,,,,,,,,,,,,,,,,
42,93856.67354,1727.780086,1255.192383,3160.353986,999.3703418,728.4097445,,100000,,,,,,,,,,,,,,,,,,
43,92678.59173,2041.971861,1491.486235,3787.950178,1178.081817,863.8900431,,100000,,,,,,,,,,,,,,,,,,
44,91296.30329,2403.274368,1766.729048,4533.693295,1382.288438,1020.98593,,100000,,,,,,,,,,,,,,,,,,
45,89683.34498,2814.595494,2085.001708,5417.057819,1612.95831,1201.637184,,100000,,,,,,,,,,,,,,,,,,
46,87813.4457,3277.197022,2449.798601,6459.558673,1869.899275,1407.297747,,100000,,,,,,,,,,,,,,,,,,
47,85662.19314,3789.851075,2863.497811,7684.457973,2151.252564,1638.598511,,100000,,,,,,,,,,,,,,,,,,
48,83209.25811,4347.860563,3326.674443,9116.206879,2452.935026,1894.925538,,100000,,,,,,,,,,,,,,,,,,
49,80441.15699,4942.031406,3837.267503,10779.5441,2768.101124,2173.930282,,100000,,,,,,,,,,,,,,,,,,
50,77354.41461,5557.758079,4389.649454,12698.17785,3086.742376,2471.015703,,100000,,,,,,,,,,,,,,,,,,
51,73958.82698,6174.466679,4973.703767,14893.00258,3395.587639,2778.87904,,100000,,,,,,,,,,,,,,,,,,
52,70280.33401,6765.726302,5574.085223,17379.85446,3678.492963,3087.233339,,100000,,,,,,,,,,,,,,,,,,
53,66362.8483,7300.348864,6169.905763,20166.89707,3917.485713,3382.863151,,100000,,,,,,,,,,,,,,,,,,
54,62268.3231,7744.699633,6735.127313,23251.84996,4094.525201,3650.174432,,100000,,,,,,,,,,,,,,,,,,
55,58074.47226,8066.200653,7239.913473,26619.41361,4193.850836,3872.349817,,100000,,,,,,,,,,,,,,,,,,
56,53869.93072,8237.641868,7653.057063,30239.37035,4204.541542,4033.100327,,100000,,,,,,,,,,,,,,,,,,
57,49747.23418,8241.517472,7945.349466,34065.89888,4122.696538,4118.820934,,100000,,,,,,,,,,,,,,,,,,
58,45794.64258,8073.350341,8093.433469,38038.57361,3952.591605,4120.758736,,100000,,,,,,,,,,,,,,,,,,
59,42088.28365,7743.0341,8083.391905,42085.29035,3706.358929,4036.675171,,100000,,,,,,,,,,,,,,,,,,
60,38686.12273,7273.677963,7913.213003,46126.9863,3402.160913,3871.51705,,100000,,,,,,,,,,,,,,,,,,
61,35624.80744,6698.154276,7593.445483,50083.5928,3061.315294,3636.838982,,100000,,,,,,,,,,,,,,,,,,
62,32919.65711,6054.227469,7145.79988,53880.31554,2705.150331,3349.077138,,100000,,,,,,,,,,,,,,,,,,
63,30567.28429,5379.486553,6600.013674,57453.21548,2352.372818,3027.113735,,100000,,,,,,,,,,,,,,,,,,
64,28549.83935,4707.188219,5989.750114,60753.22232,2017.444943,2689.743276,,100000,,,,,,,,,,,,,,,,,,
65,26839.77531,4063.658144,5348.469166,63748.09738,1710.064035,2353.59411,,100000,,,,,,,,,,,,,,,,,,
66,25404.25821,3467.346179,4706.063655,66422.33196,1435.517107,2031.829072,,100000,,,,,,,,,,,,,,,,,,
67,24208.71764,2929.213652,4086.704917,68775.36379,1195.540562,1733.67309,,100000,,,,,,,,,,,,,,,,,,
68,23219.37879,2453.94568,3507.959285,70818.71625,989.3388543,1464.606826,,100000,,,,,,,,,,,,,,,,,,
69,22404.85243,2041.499194,2980.952482,72572.69589,814.526354,1226.97284,,100000,,,,,,,,,,,,,,,,,,
70,21736.97443,1688.627602,2511.225838,74063.17213,667.8780048,1020.749597,,100000,,,,,,,,,,,,,,,,,,
71,21191.10991,1390.178319,2099.92672,75318.78505,545.8645184,844.313801,,100000,,,,,,,,,,,,,,,,,,
72,20746.11213,1140.086939,1745.05252,76368.74841,444.9977793,695.0891597,,100000,,,,,,,,,,,,,,,,,,
73,20384.08158,932.074022,1442.569729,77241.27467,362.0305525,570.0434695,,100000,,,,,,,,,,,,,,,,,,
74,20090.02699,760.0916015,1187.321876,77962.55953,294.0545905,466.037011,,100000,,,,,,,,,,,,,,,,,,
75,19851.4937,618.579086,973.7067386,78556.22047,238.5332853,380.0458007,,100000,,,,,,,,,,,,,,,,,,
76,19658.19837,502.5848749,796.1429123,79043.07384,193.2953319,309.289543,,100000,,,,,,,,,,,,,,,,,,
77,19501.69102,407.7997905,649.3638936,79441.1453,156.507353,251.2924375,,100000,,,,,,,,,,,,,,,,,,
78,19375.05408,330.5368354,528.581842,79765.82724,126.6369401,203.8998952,,100000,,,,,,,,,,,,,,,,,,
79,19272.64106,267.6814354,429.5593387,80030.11816,102.4130177,165.2684177,,100000,,,,,,,,,,,,,,,,,,
80,19189.85363,216.6281472,348.6203871,80244.89783,82.78742949,133.8407177,,100000,,,,,,,,,,,,,,,,,,
81,19122.95389,175.2138156,282.6242671,80419.20803,66.89974201,108.3140736,,100000,,,,,,,,,,,,,,,,,,
82,19068.90778,141.6530161,228.9190414,80560.52016,54.04610829,87.60690781,,100000,,,,,,,,,,,,,,,,,,
83,19025.25542,114.4788689,185.2860287,80674.97968,43.65236089,70.82650805,,100000,,,,,,,,,,,,,,,,,,
84,18990.00428,92.49057469,149.8824488,80767.6227,35.25114022,57.23943447,,100000,,,,,,,,,,,,,,,,,,
85,18961.5416,74.7079708,121.1865118,80842.56392,28.46268345,46.24528735,,100000,,,,,,,,,,,,,,,,,,
86,18938.56277,60.33281624,97.94724128,80903.15718,22.97883084,37.3539854,,100000,,,,,,,,,,,,,,,,,,
87,18920.01297,48.71620789,79.14002876,80952.1308,18.54979977,30.16640812,,100000,,,,,,,,,,,,,,,,,,
88,18905.03966,39.33140765,63.92811832,80991.70081,14.9733037,24.35810394,,100000,,,,,,,,,,,,,,,,,,
89,18892.95403,31.75133995,51.62976298,81023.66487,12.08563612,19.66570382,,100000,,,,,,,,,,,,,,,,,,
90,18883.19964,25.63005736,41.69055147,81049.47975,9.754387384,15.87566997,,100000,,,,,,,,,,,,,,,,,,
91,18875.32713,20.68753874,33.66030441,81070.32503,7.872510064,12.81502868,,100000,,,,,,,,,,,,,,,,,,
92,18868.97364,16.69726194,27.17392158,81087.15518,6.35349257,10.34376937,,100000,,,,,,,,,,,,,,,,,,
93,18863.8462,13.47607107,21.93559176,81100.74214,5.127440098,8.348630971,,100000,,,,,,,,,,,,,,,,,,
94,18859.7083,10.87593183,17.70583141,81111.70994,4.137896292,6.738035535,,100000,,,,,,,,,,,,,,,,,,
95,18856.36903,8.77723407,14.29088162,81120.56285,3.339268157,5.437965913,,100000,,,,,,,,,,,,,,,,,,
96,18853.67429,7.083358411,11.53405785,81127.70829,2.694741376,4.388617035,,100000,,,,,,,,,,,,,,,,,,
97,18851.4997,5.716272904,9.308708128,81133.47532,2.174593699,3.541679206,,100000,,,,,,,,,,,,,,,,,,
98,18849.74487,4.612967537,7.512490516,81138.12968,1.754831085,2.858136452,,100000,,,,,,,,,,,,,,,,,,
99,18848.32878,3.722569064,6.062729026,81141.88592,1.416085295,2.306483768,,100000,,,,,,,,,,,,,,,,,,
100,18847.18606,3.004007632,4.892649045,81144.91729,1.1427231,1.861284532,,100000,,,,,,,,,,,,,,,,,,
101,18846.26393,2.424130485,3.948328338,81147.36361,0.922126669,1.502003816,,100000,,,,,,,,,,,,,,,,,,
102,18845.51982,1.956177622,3.186229412,81149.33777,0.74411238,1.212065242,,100000,,,,,,,,,,,,,,,,,,
103,18844.91936,1.578550306,2.571203517,81150.93089,0.600461495,0.978088811,,100000,,,,,,,,,,,,,,,,,,
104,18844.43482,1.273816382,2.074876911,81152.21649,0.484541229,0.789275153,,100000,,,,,,,,,,,,,,,,,,
105,18844.04382,1.027907018,1.674346647,81153.25393,0.390998827,0.636908191,,100000,,,,,,,,,,,,,,,,,,
106,18843.7283,0.829468125,1.351126833,81154.0911,0.315514616,0.513953509,,100000,,,,,,,,,,,,,,,,,,
107,18843.4737,0.669336732,1.090297479,81154.76667,0.254602669,0.414734062,,100000,,,,,,,,,,,,,,,,,,
108,18843.26825,0.540118285,0.879817105,81155.31182,0.205449919,0.334668366,,100000,,,,,,,,,,,,,,,,,,
109,18843.10246,0.43584544,0.709967695,81155.75172,0.165786297,0.270059142,,100000,,,,,,,,,,,,,,,,,,
110,18842.96868,0.35170266,0.572906567,81156.10671,0.13377994,0.21792272,,100000,,,,,,,,,,,,,,,,,,
111,18842.86073,0.283803935,0.462304614,81156.39316,0.107952605,0.17585133,,100000,,,,,,,,,,,,,,,,,,
112,18842.77362,0.229013382,0.373054274,81156.62431,0.087111414,0.141901968,,100000,,,,,,,,,,,,,,,,,,
113,18842.70333,0.184800463,0.301033828,81156.81084,0.070293772,0.114506691,,100000,,,,,,,,,,,,,,,,,,
114,18842.6466,0.149123143,0.242917146,81156.96136,0.056722911,0.092400232,,100000,,,,,,,,,,,,,,,,,,
115,18842.60083,0.120333591,0.196020144,81157.08282,0.045772019,0.074561571,,100000,,,,,,,,,,,,,,,,,,
116,18842.5639,0.097102089,0.158176868,81157.18083,0.036935293,0.060166795,,100000,,,,,,,,,,,,,,,,,,
117,18842.53409,0.078355622,0.127639478,81157.25991,0.029804577,0.048551044,,100000,,,,,,,,,,,,,,,,,,
118,18842.51004,0.063228323,0.10299755,81157.32373,0.024050512,0.039177811,,100000,,,,,,,,,,,,,,,,,,
119,18842.49063,0.051021485,0.083112936,81157.37523,0.019407324,0.031614162,,100000,,,,,,,,,,,,,,,,,,
120,18842.47497,0.04117129,0.067067211,81157.41679,0.015660547,0.025510743,,100000,,,,,,,,,,,,,,,,,,
121,18842.46234,0.033222767,0.05411925,81157.45032,0.012637122,0.020585645,,100000,,,,,,,,,,,,,,,,,,
122,18842.45214,0.026808783,0.043671009,81157.47738,0.010197399,0.016611384,,100000,,,,,,,,,,,,,,,,,,
123,18842.44391,0.02163308,0.035239896,81157.49922,0.008228689,0.013404392,,100000,,,,,,,,,,,,,,,,,,
124,18842.43727,0.017456598,0.028436488,81157.51684,0.006640058,0.01081654,,100000,,,,,,,,,,,,,,,,,,
125,18842.43191,0.014086426,0.022946543,81157.53106,0.005358127,0.008728299,,100000,,,,,,,,,,,,,,,,,,
126,18842.42759,0.0113669,0.018516485,81157.54253,0.004323687,0.007043213,,100000,,,,,,,,,,,,,,,,,,
127,18842.4241,0.009172405,0.014941692,81157.55179,0.003488955,0.00568345,,100000,,,,,,,,,,,,,,,,,,
128,18842.42128,0.00740158,0.012057049,81157.55926,0.002815377,0.004586203,,100000,,,,,,,,,,,,,,,,,,
129,18842.41901,0.00597263,0.009729314,81157.56529,0.00227184,0.00370079,,100000,,,,,,,,,,,,,,,,,,
130,18842.41718,0.004819553,0.007850972,81157.57015,0.001833238,0.002986315,,100000,,,,,,,,,,,,,,,,,,
131,18842.4157,0.003889089,0.006335262,81157.57408,0.001479313,0.002409777,,100000,,,,,,,,,,,,,,,,,,
132,18842.4145,0.003138261,0.005112176,81157.57724,0.001193716,0.001944545,,100000,,,,,,,,,,,,,,,,,,
133,18842.41354,0.002532388,0.004125219,81157.5798,0.000963257,0.001569131,,100000,,,,,,,,,,,,,,,,,,
134,18842.41276,0.002043485,0.003328803,81157.58186,0.000777291,0.001266194,,100000,,,,,,,,,,,,,,,,,,
135,18842.41214,0.001648969,0.002686144,81157.58353,0.000627227,0.001021742,,100000,,,,,,,,,,,,,,,,,,
136,18842.41163,0.001330619,0.002167557,81157.58487,0.000506134,0.000824485,,100000,,,,,,,,,,,,,,,,,,
137,18842.41122,0.001073729,0.001749088,81157.58595,0.00040842,0.000665309,,100000,,,,,,,,,,,,,,,,,,
138,18842.41089,0.000866435,0.001411409,81157.58683,0.00032957,0.000536865,,100000,,,,,,,,,,,,,,,,,,
139,18842.41063,0.000699161,0.001138922,81157.58754,0.000265943,0.000433218,,100000,,,,,,,,,,,,,,,,,,
140,18842.41041,0.000564181,0.000919041,81157.5881,0.0002146,0.00034958,,100000,,,,,,,,,,,,,,,,,,
141,18842.41024,0.00045526,0.000741611,81157.58856,0.00017317,0.00028209,,100000,,,,,,,,,,,,,,,,,,
142,18842.4101,0.000367367,0.000598436,81157.58893,0.000139737,0.00022763,,100000,,,,,,,,,,,,,,,,,,
143,18842.40999,0.000296443,0.000482901,81157.58923,0.00011276,0.000183684,,100000,,,,,,,,,,,,,,,,,,
144,18842.4099,0.000239212,0.000389672,81157.58948,9.09903E-05,0.000148222,,100000,,,,,,,,,,,,,,,,,,
145,18842.40982,0.00019303,0.000314442,81157.58967,7.34237E-05,0.000119606,,100000,,,,,,,,,,,,,,,,,,
146,18842.40976,0.000155763,0.000253736,81157.58983,5.92485E-05,9.65148E-05,,100000,,,,,,,,,,,,,,,,,,
147,18842.40972,0.000125692,0.00020475,81157.58995,4.781E-05,7.78817E-05,,100000,,,,,,,,,,,,,,,,,,
148,18842.40968,0.000101426,0.000165221,81157.59006,3.85798E-05,6.28458E-05,,100000,,,,,,,,,,,,,,,,,,
149,18842.40965,8.18443E-05,0.000133323,81157.59014,3.11315E-05,5.07128E-05,,100000,,,,,,,,,,,,,,,,,,
150,18842.40962,6.60434E-05,0.000107584,81157.59021,2.51213E-05,4.09222E-05,,100000,,,,,,,,,,,,,,,,,,
151,18842.4096,5.32931E-05,8.68136E-05,81157.59026,2.02714E-05,3.30217E-05,,100000,,,,,,,,,,,,,,,,,,
152,18842.40958,4.30043E-05,7.00533E-05,81157.5903,1.63578E-05,2.66465E-05,,100000,,,,,,,,,,,,,,,,,,
153,18842.40957,3.47019E-05,5.65288E-05,81157.59034,1.31997E-05,2.15022E-05,,100000,,,,,,,,,,,,,,,,,,
154,18842.40956,2.80023E-05,4.56154E-05,81157.59037,1.06514E-05,1.73509E-05,,100000,,,,,,,,,,,,,,,,,,
155,18842.40955,2.25962E-05,3.68088E-05,81157.59039,8.59503E-06,1.40012E-05,,100000,,,,,,,,,,,,,,,,,,
156,18842.40954,1.82338E-05,2.97025E-05,81157.59041,6.93567E-06,1.12981E-05,,100000,,,,,,,,,,,,,,,,,,
157,18842.40954,1.47136E-05,2.39681E-05,81157.59042,5.59667E-06,9.11689E-06,,100000,,,,,,,,,,,,,,,,,,
158,18842.40953,1.1873E-05,1.93409E-05,81157.59043,4.51618E-06,7.35678E-06,,100000,,,,,,,,,,,,,,,,,,
159,18842.40953,9.58076E-06,1.56069E-05,81157.59044,3.64428E-06,5.93648E-06,,100000,,,,,,,,,,,,,,,,,,
160,18842.40953,7.7311E-06,1.25938E-05,81157.59045,2.94072E-06,4.79038E-06,,100000,,,,,,,,,,,,,,,,,,
161,18842.40953,6.23853E-06,1.01625E-05,81157.59046,2.37298E-06,3.86555E-06,,100000,,,,,,,,,,,,,,,,,,
162,18842.40952,5.03412E-06,8.2005E-06,81157.59046,1.91485E-06,3.11927E-06,,100000,,,,,,,,,,,,,,,,,,
163,18842.40952,4.06223E-06,6.61731E-06,81157.59047,1.54517E-06,2.51706E-06,,100000,,,,,,,,,,,,,,,,,,
164,18842.40952,3.27798E-06,5.33977E-06,81157.59047,1.24686E-06,2.03112E-06,,100000,,,,,,,,,,,,,,,,,,
165,18842.40952,2.64513E-06,4.30887E-06,81157.59047,1.00614E-06,1.63899E-06,,100000,,,,,,,,,,,,,,,,,,
166,18842.40952,2.13446E-06,3.477E-06,81157.59048,8.11895E-07,1.32256E-06,,100000,,,,,,,,,,,,,,,,,,
167,18842.40952,1.72238E-06,2.80573E-06,81157.59048,6.55151E-07,1.06723E-06,,100000,,,,,,,,,,,,,,,,,,
168,18842.40952,1.38986E-06,2.26406E-06,81157.59048,5.28667E-07,8.6119E-07,,100000,,,,,,,,,,,,,,,,,,
169,18842.40952,1.12153E-06,1.82696E-06,81157.59048,4.26603E-07,6.94929E-07,,100000,,,,,,,,,,,,,,,,,,
170,18842.40952,9.05008E-07,1.47424E-06,81157.59048,3.44243E-07,5.60766E-07,,100000,,,,,,,,,,,,,,,,,,
171,18842.40952,7.30287E-07,1.18963E-06,81157.59048,2.77783E-07,4.52504E-07,,100000,,,,,,,,,,,,,,,,,,
172,18842.40952,5.89298E-07,9.59957E-07,81157.59048,2.24154E-07,3.65144E-07,,100000,,,,,,,,,,,,,,,,,,
173,18842.40952,4.75528E-07,7.74627E-07,81157.59048,1.80879E-07,2.94649E-07,,100000,,,,,,,,,,,,,,,,,,
174,18842.40952,3.83722E-07,6.25078E-07,81157.59048,1.45958E-07,2.37764E-07,,100000,,,,,,,,,,,,,,,,,,
175,18842.40952,3.09641E-07,5.044E-07,81157.59048,1.1778E-07,1.91861E-07,,100000,,,,,,,,,,,,,,,,,,
176,18842.40952,2.49862E-07,4.0702E-07,81157.59048,9.50411E-08,1.5482E-07,,100000,,,,,,,,,,,,,,,,,,
177,18842.40952,2.01623E-07,3.28441E-07,81157.59048,7.66925E-08,1.24931E-07,,100000,,,,,,,,,,,,,,,,,,
178,18842.40952,1.62698E-07,2.65032E-07,81157.59048,6.18862E-08,1.00812E-07,,100000,,,,,,,,,,,,,,,,,,
179,18842.40952,1.31287E-07,2.13865E-07,81157.59048,4.99384E-08,8.13489E-08,,100000,,,,,,,,,,,,,,,,,,
180,18842.40952,1.05941E-07,1.72576E-07,81157.59048,4.02973E-08,6.56437E-08,,100000,,,,,,,,,,,,,,,,,,
181,18842.40952,8.5488E-08,1.39259E-07,81157.59048,3.25175E-08,5.29705E-08,,100000,,,,,,,,,,,,,,,,,,
182,18842.40952,6.89837E-08,1.12373E-07,81157.59048,2.62397E-08,4.2744E-08,,100000,,,,,,,,,,,,,,,,,,
183,18842.40952,5.56657E-08,9.06785E-08,81157.59048,2.11738E-08,3.44918E-08,,100000,,,,,,,,,,,,,,,,,,
184,18842.40952,4.49188E-08,7.31721E-08,81157.59048,1.7086E-08,2.78328E-08,,100000,,,,,,,,,,,,,,,,,,
185,18842.40952,3.62468E-08,5.90455E-08,81157.59048,1.37874E-08,2.24594E-08,,100000,,,,,,,,,,,,,,,,,,
186,18842.40952,2.9249E-08,4.76461E-08,81157.59048,1.11256E-08,1.81234E-08,,100000,,,,,,,,,,,,,,,,,,
187,18842.40952,2.36022E-08,3.84476E-08,81157.59048,8.97768E-09,1.46245E-08,,100000,,,,,,,,,,,,,,,,,,
188,18842.40952,1.90455E-08,3.10249E-08,81157.59048,7.24445E-09,1.18011E-08,,100000,,,,,,,,,,,,,,,,,,
189,18842.40952,1.53686E-08,2.50352E-08,81157.59048,5.84583E-09,9.52277E-09,,100000,,,,,,,,,,,,,,,,,,
190,18842.40952,1.24015E-08,2.02019E-08,81157.59048,4.71723E-09,7.6843E-09,,100000,,,,,,,,,,,,,,,,,,
191,18842.40952,1.00073E-08,1.63017E-08,81157.59048,3.80652E-09,6.20077E-09,,100000,,,,,,,,,,,,,,,,,,
192,18842.40952,8.07528E-09,1.31545E-08,81157.59048,3.07164E-09,5.00365E-09,,100000,,,,,,,,,,,,,,,,,,
193,18842.40952,6.51627E-09,1.06149E-08,81157.59048,2.47863E-09,4.03764E-09,,100000,,,,,,,,,,,,,,,,,,
194,18842.40952,5.25823E-09,8.56558E-09,81157.59048,2.0001E-09,3.25813E-09,,100000,,,,,,,,,,,,,,,,,,
195,18842.40952,4.24308E-09,6.91191E-09,81157.59048,1.61396E-09,2.62912E-09,,100000,,,,,,,,,,,,,,,,,,
196,18842.40952,3.42391E-09,5.57749E-09,81157.59048,1.30237E-09,2.12154E-09,,100000,,,,,,,,,,,,,,,,,,
197,18842.40952,2.76289E-09,4.5007E-09,81157.59048,1.05093E-09,1.71195E-09,,100000,,,,,,,,,,,,,,,,,,
198,18842.40952,2.22948E-09,3.6318E-09,81157.59048,8.48041E-10,1.38144E-09,,100000,,,,,,,,,,,,,,,,,,
